 CEST;NCM/ST;Descricao CEST
1900400;39261000;ARTIGOS DE ESCRITORIO E ARTIGOS ESCOLARES DE PLASTICO E OUTROS MATERIAIS CLASSIFICADOS NAS POSICOES 3901 A 3914, EXCETO ESTOJOS
1900500;42021000,42021100,42021210,42021220,42021900,42029000,42029100;MALETAS E PASTAS PARA DOCUMENTOS E DE ESTUDANTE, E ARTEFATOS SEMELHANTES
1900501;42021000,42029000;BAUS, MALAS E MALETAS PARA VIAGEM
1900600;39269090;PRANCHETA DE PLASTICO
1900700;48022090,48119090;BOBINA PARA FAX
1900800;48025490,48025491;PAPEL SEDA
1900900;48025499,48025799,48162000;BOBINA PARA MAQUINA DE CALCULAR, PDV OU EQUIPAMENTOS SIMILARES
1901000;48025690,48025691,48025692,48025693,48025699,48025790,48025791,48025792,48025793,48025890,48025891,48025892,48025899;CARTOLINA ESCOLAR E PAPEL CARTAO, BRANCOS E COLORIDOS, RECADOS AUTO ADESIVOS (LP NOTE), PAPEIS DE PRESENTE, TODOS CORTADOS EM TAMANHO PRONTO PARA USO ESCOLAR E DOMESTICO
1901100;37031010,37031029,37032000,37039010,37040000,48022000,48022010;PAPEL FOTOGRAFICO, EXCETO  (I) OS PAPEIS FOTOGRAFICOS EMULSIONADOS COM HALETO DE PRATA TIPO BRILHANTE, MATTE OU LUSTRE, EM ROLO E, COM LARGURA IGUAL OU SUPERIOR A 102 MM E COMPRIMENTO INFERIOR OU IGUAL A 350 M, (II) OS PAPEIS FOTOGRAFICOS EMULSIONADOS COM HALETO DE PRATA TIPO BRILHANTE OU FOSCO, EM FOLHA E COM LARGURA IGUAL OU SUPERIOR A 152 MM E COMPRIMENTO INFERIOR OU IGUAL A 307 MM, (III) PAPEL DE QUALIDADE FOTOGRAFICA COM TECNOLOGIA OTHERMO-AUTOCHROME”, QUE SUBMETIDO A UM PROCESSO DE AQUECIMENTO SEJA CAPAZ DE FORMAR IMAGENS POR REACAO QUIMICA E COMBINACAO DAS CAMADAS CYAN, MAGENTA E AMARELA
1901200;48101390;PAPEL ALMACO
1901300;48169010;PAPEL HECTOGRAFICO
1901400;39202019;PAPEL CELOFANE E TIPO CELOFANE
1901500;48062000;PAPEL IMPERMEAVEL
1901600;48081000;PAPEL CREPON
1901700;48102290;PAPEL FANTASIA
1901800;48090000,48092000,48099000,48160000,48169090;PAPEL-CARBONO, PAPEL AUTOCOPIATIVO (EXCETO OS VENDIDOS EM ROLOS DE DIAMETRO IGUAL OU SUPERIOR A 60 CM E OS VENDIDOS EM FOLHAS DE FORMATO IGUAL OU SUPERIOR A 60 CM DE ALTURA E IGUAL OU SUPERIOR A 90 CM DE LARGURA) E OUTROS PAPEIS PARA COPIA OU DUPLICACAO (INCLUIDOS OS PAPEIS PARA ESTENCEIS OU PARA CHAPAS OFSETE), ESTENCEIS COMPLETOS E CHAPAS OFSETE, DE PAPEL, EM FOLHAS, MESMO ACONDICIONADOS EM CAIXAS
1901900;48170000,48171000,48172000,48173000;ENVELOPES, AEROGRAMAS, BILHETES-POSTAIS NAO ILUSTRADOS E CARTOES PARA CORRESPONDENCIA, DE PAPEL OU CARTAO, CAIXAS, SACOS E SEMELHANTES, DE PAPEL OU CARTAO, CONTENDO UM SORTIDO DE ARTIGOS PARA CORRESPONDENCIA
1902000;48201000;LIVROS DE REGISTRO E DE CONTABILIDADE, BLOCOS DE NOTAS, DE ENCOMENDAS, DE RECIBOS, DE APONTAMENTOS, DE PAPEL PARA CARTAS, AGENDAS E ARTIGOS SEMELHANTES
1902100;48202000;CADERNOS
1902200;48203000;CLASSIFICADORES, CAPAS PARA ENCADERNACAO (EXCETO AS CAPAS PARA LIVROS) E CAPAS DE PROCESSOS
1902300;48204000;FORMULARIOS EM BLOCOS TIPO OMANIFOLD”, MESMO COM FOLHAS INTERCALADAS DE PAPEL-CARBONO
1902400;48205000;ALBUNS PARA AMOSTRAS OU PARA COLECOES
1902500;48209000;PASTAS PARA DOCUMENTOS, OUTROS ARTIGOS ESCOLARES, DE ESCRITORIO OU DE PAPELARIA, DE PAPEL OU CARTAO E CAPAS PARA LIVROS, DE PAPEL OU CARTAO
1902600;49090000;CARTOES POSTAIS IMPRESSOS OU ILUSTRADOS, CARTOES IMPRESSOS COM VOTOS OU MENSAGENS PESSOAIS, MESMO ILUSTRADOS, COM OU SEM ENVELOPES, GUARNICOES OU APLICACOES (CONHECIDOS COMO CARTOES DE EXPRESSAO SOCIAL - DE EPOCA/SENTIMENTO)
1902700;96081000;CANETAS ESFEROGRAFICAS
1902800;96082000;CANETAS E MARCADORES, COM PONTA DE FELTRO OU COM OUTRAS PONTAS POROSAS
1902900;96083000;CANETAS TINTEIRO
1903000;96080000,96084000,96085000,96086000,96089100,96089981,96089989,96089990;OUTRAS CANETAS, SORTIDOS DE CANETAS
1903100;48025600,48025610;PAPEL CORTADO OCUTSIZE” (TIPO A3, A4, OFICIO I E II, CARTA E OUTROS)
1903200;52105990;PAPEL CAMURCA
1903300;76071190;PAPEL LAMINADO E PAPEL ESPELHO
2000100;12119090;HENNA (EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 200 G)
2000101;12119090;HENNA (EMBALAGENS DE CONTEUDO SUPERIOR A 200 G)
2000200;27121000;VASELINA
2000300;28142000;AMONIACO EM SOLUCAO AQUOSA (AMONIA)
2000400;28470000;PEROXIDO DE HIDROGENIO, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 500 ML
2000500;30067000;LUBRIFICACAO INTIMA
2000600;33010000,33011210,33011290,33011300,33011910,33011990,33012400,33012510,33012520,33012590,33012911,33012912,33012913,33012914,33012915,33012916,33012917,33012918,33012919,33012921,33012922,33012990,33013000,33019010,33019020,33019030,33019040;OLEOS ESSENCIAIS (DESTERPENADOS OU NAO), INCLUIDOS OS CHAMADOS OCONCRETOS” OU OABSOLUTOS”, RESINOIDES, OLEORRESINAS DE EXTRACAO, SOLUCOES CONCENTRADAS DE OLEOS ESSENCIAIS EM GORDURAS, EM OLEOS FIXOS, EM CERAS OU EM MATERIAS ANALOGAS, OBTIDAS POR TRATAMENTO DE FLORES ATRAVES DE SUBSTANCIAS GORDAS OU POR MACERACAO, SUBPRODUTOS TERPENICOS RESIDUAIS DA DESTERPENACAO DOS OLEOS ESSENCIAIS, AGUAS DESTILADAS AROMATICAS E SOLUCOES AQUOSAS DE OLEOS ESSENCIAIS, EM EMBALAGENS DE CONTEUDO INFERIOR OU IGUAL A 500 ML
2000700;33030010;PERFUMES (EXTRATOS)
2000800;33030020;AGUAS-DE-COLONIA
2000900;33041000;PRODUTOS DE MAQUILAGEM PARA OS LABIOS
2001000;33042010;SOMBRA, DELINEADOR, LAPIS PARA SOBRANCELHAS E RIMEL
2001100;33042090;OUTROS PRODUTOS DE MAQUILAGEM PARA OS OLHOS
2001200;33043000;PREPARACOES PARA MANICUROS E PEDICUROS, INCLUINDO REMOVEDORES DE ESMALTE A BASE DE ACETONA
2001300;33049100;POS, INCLUIDOS OS COMPACTOS, PARA MAQUILAGEM
2001400;33049910;CREMES DE BELEZA, CREMES NUTRITIVOS E LOCOES TONICAS
2001500;33049990;OUTROS PRODUTOS DE BELEZA OU DE MAQUILAGEM PREPARADOS E PREPARACOES PARA CONSERVACAO OU CUIDADOS DA PELE, EXCETO AS PREPARACOES SOLARES E ANTISSOLARES
2001600;33049990;PREPARACOES SOLARES E ANTISSOLARES
2001700;33051000;XAMPUS PARA O CABELO
2001800;33052000;PREPARACOES PARA ONDULACAO OU ALISAMENTO, PERMANENTES, DOS CABELOS
2001900;33053000;LAQUES PARA O CABELO
2002000;33059000;OUTRAS PREPARACOES CAPILARES, INCLUINDO MASCARAS E FINALIZADORES
2002100;33059000;CONDICIONADORES
2002200;33059000;TINTURA PARA O CABELO
2002300;33061000;DENTIFRICIOS
2002400;33062000;FIOS UTILIZADOS PARA LIMPAR OS ESPACOS INTERDENTAIS (FIOS DENTAIS)
2002500;33069000;OUTRAS PREPARACOES PARA HIGIENE BUCAL OU DENTARIA
2002600;33071000;PREPARACOES PARA BARBEAR (ANTES, DURANTE OU APOS)
2002700;33072010;DESODORANTES (DESODORIZANTES) CORPORAIS LIQUIDOS
2002701;33072010;LOCOES E OLEOS DESODORANTES HIDRATANTES LIQUIDOS;
2002800;33072010;ANTIPERSPIRANTES LIQUIDOS
2002900;33072090;OUTROS DESODORANTES (DESODORIZANTES) CORPORAIS
2002901;33072090;OUTRAS LOCOES E OLEOS DESODORANTES HIDRATANTES;
2003000;33072090;OUTROS ANTIPERSPIRANTES
2003100;33073000;SAIS PERFUMADOS E OUTRAS PREPARACOES PARA BANHOS
2003200;33079000;OUTROS PRODUTOS DE PERFUMARIA PREPARADOS
2003201;33079000;OUTROS PRODUTOS DE TOUCADOR PREPARADOS
2003300;33079000;SOLUCOES PARA LENTES DE CONTATO OU PARA OLHOS ARTIFICIAIS
2003400;34011190;SABOES DE TOUCADOR EM BARRAS, PEDACOS OU FIGURAS MOLDADOS
2003500;34011900;OUTROS SABOES, PRODUTOS E PREPARACOES, EM BARRAS, PEDACOS OU FIGURAS MOLDADOS, INCLUSIVE LENCOS UMEDECIDOS
2003501;34011900;LENCOS UMEDECIDOS;
2003600;34012010;SABOES DE TOUCADOR SOB OUTRAS FORMAS
2003700;34013000;PRODUTOS E PREPARACOES ORGANICOS TENSOATIVOS PARA LAVAGEM DA PELE, NA FORMA DE LIQUIDO OU DE CREME, ACONDICIONADOS PARA VENDA A RETALHO, MESMO CONTENDO SABAO
2003800;40149010;BOLSA PARA GELO OU PARA AGUA QUENTE
2003900;40149090;CHUPETAS E BICOS PARA MAMADEIRAS E PARA CHUPETAS, DE BORRACHA
2004000;39249000,39269040,39269090;CHUPETAS E BICOS PARA MAMADEIRAS E PARA CHUPETAS, DE SILICONE
2004100;42021000,84079000;MALAS E MALETAS DE TOUCADOR
2004200;48181000;PAPEL HIGIENICO - FOLHA SIMPLES
2004300;48181000;PAPEL HIGIENICO - FOLHA DUPLA E TRIPLA
2004400;48182000;LENCOS (INCLUIDOS OS DE MAQUILAGEM) E TOALHAS DE MAO
2004500;48182000;PAPEL TOALHA DE USO INSTITUCIONAL DO TIPO COMERCIALIZADO EM ROLOS IGUAL OU SUPERIOR A 80 METROS E DO TIPO COMERCIALIZADO EM FOLHAS INTERCALADAS
2004600;48183000;TOALHAS E GUARDANAPOS DE MESA
2004700;48189090;TOALHAS DE COZINHA (PAPEL TOALHA DE USO DOMESTICO)
2004800;96190000;FRALDAS
2004801;96190000;FRALDAS DE FIBRAS TEXTEIS;
2004900;96190000;TAMPOES HIGIENICOS
2005000;96190000;ABSORVENTES HIGIENICOS EXTERNOS
2005100;56012190;HASTES FLEXIVEIS (USO NAO MEDICINAL)
2005200;56039290;SUTIA DESCARTAVEL, ASSEMELHADOS E PAPEL PARA DEPILACAO
2005300;82032090;PINCAS PARA SOBRANCELHAS
2005400;82141000;ESPATULAS (ARTIGOS DE CUTELARIA)
2005500;82142000;UTENSILIOS E SORTIDOS DE UTENSILIOS DE MANICUROS OU DE PEDICUROS (INCLUIDAS AS LIMAS PARA UNHAS)
2005600;26026680,90251110,90251990;TERMOMETROS, INCLUSIVE O DIGITAL
2005700;28134960,96032000;ESCOVAS E PINCEIS DE BARBA, ESCOVAS PARA CABELOS, PARA CILIOS OU PARA UNHAS E OUTRAS ESCOVAS DE TOUCADOR DE PESSOAS, INCLUIDAS AS QUE SEJAM PARTES DE APARELHOS, EXCETO ESCOVAS DE DENTES
2005800;96032100;ESCOVAS DE DENTES, INCLUIDAS AS ESCOVAS PARA DENTADURAS
2005900;96033000;PINCEIS PARA APLICACAO DE PRODUTOS COSMETICOS
2006000;96050000;SORTIDOS DE VIAGEM, PARA TOUCADOR DE PESSOAS PARA COSTURA OU PARA LIMPEZA DE CALCADO OU DE ROUPAS
2006100;96150000,96151100,96151900,96159000;PENTES, TRAVESSAS PARA CABELO E ARTIGOS SEMELHANTES, GRAMPOS (ALFINETES) PARA CABELO, PINCAS (PINCEGUICHES), ONDULADORES, BOBES (ROLOS) E ARTEFATOS SEMELHANTES PARA PENTEADOS, E SUAS PARTES, EXCETO OS CLASSIFICADOS NA POSICAO 8516 E SUAS PARTES
2006200;96162000;BORLAS OU ESPONJAS PARA POS OU PARA APLICACAO DE OUTROS COSMETICOS OU DE PRODUTOS DE TOUCADOR
2006300;39233000,39241000,39249000,40149090,70102000;MAMADEIRAS
2006400;23057050,82121020,82122010;APARELHOS E LAMINAS DE BARBEAR
2100100;73211100,73218100,73219000;FOGOES DE COZINHA DE USO DOMESTICO E SUAS PARTES
2100200;84181000;COMBINACOES DE REFRIGERADORES E CONGELADORES (OFREEZERS”), MUNIDOS DE PORTAS EXTERIORES SEPARADAS
2100300;84182100;REFRIGERADORES DO TIPO DOMESTICO, DE COMPRESSAO
2100400;84182900;OUTROS REFRIGERADORES DO TIPO DOMESTICO
2100500;84183000;CONGELADORES (OFREEZERS”) HORIZONTAIS TIPO ARCA, DE CAPACIDADE NAO SUPERIOR A 800 LITROS
2100600;84184000;CONGELADORES (OFREEZERS”) VERTICAIS TIPO ARMARIO, DE CAPACIDADE NAO SUPERIOR A 900 LITROS
2100700;84185000,84185010,84185090;OUTROS MOVEIS (ARCAS, ARMARIOS, VITRINES, BALCOES E MOVEIS SEMELHANTES) PARA A CONSERVACAO E EXPOSICAO DE PRODUTOS, QUE INCORPOREM UM EQUIPAMENTO PARA A PRODUCAO DE FRIO
2100800;84186990,84186991;MINI ADEGA E SIMILARES
2100900;84186999;MAQUINAS PARA PRODUCAO DE GELO
2101000;84189900;PARTES DOS REFRIGERADORES, CONGELADORES, MINI ADEGAS E SIMILARES, MAQUINAS PARA PRODUCAO DE GELO E BEBEDOUROS DESCRITOS NOS CEST 21.002.00, 21.003.00, 21.004.00, 21.005.00, 21.006.00, 21.007.00, 21.008.00, 21.009.00 E 21.013.00
2101100;23820830,84211200,84211210,84211290;SECADORAS DE ROUPA DE USO DOMESTICO
2101200;84211990;OUTRAS SECADORAS DE ROUPAS E CENTRIFUGAS DE USO DOMESTICO
2101300;84186931;BEBEDOUROS REFRIGERADOS PARA AGUA
2101400;23819920,84219000;PARTES DAS SECADORAS DE ROUPAS E CENTRIFUGAS DE USO DOMESTICO E DOS APARELHOS PARA FILTRAR OU DEPURAR AGUA, DESCRITOS NOS CEST 21.011.00 E 21.012.00 E 21.098.00
2101500;84221100,84229010;MAQUINAS DE LAVAR LOUCA DO TIPO DOMESTICO E SUAS PARTES
2101600;84433100,84433111,84433112,84433113,84433114,84433115,84433116,84433119,84433191,84433199;MAQUINAS QUE EXECUTEM PELO MENOS DUAS DAS SEGUINTES FUNCOES  IMPRESSAO, COPIA OU TRANSMISSAO DE TELECOPIA (FAX), CAPAZES DE SER CONECTADAS A UMA MAQUINA AUTOMATICA PARA PROCESSAMENTO DE DADOS OU A UMA REDE
2101700;84433200,84433221,84433222,84433223,84433229,84433231,84433232,84433233,84433234,84433235,84433236,84433237,84433238,84433239,84433240,84433251,84433252,84433259,84433291,84433299;OUTRAS IMPRESSORAS, MAQUINAS COPIADORAS E TELECOPIADORES (FAX), MESMO COMBINADOS ENTRE SI, CAPAZES DE SER CONECTADOS A UMA MAQUINA AUTOMATICA PARA PROCESSAMENTO DE DADOS OU A UMA REDE
2101800;23900270,84439000,84439110,84439191,84439192,84439199,84439911,84439912,84439919,84439921,84439922,84439923,84439929,84439931,84439932,84439933,84439939,84439941,84439942,84439949,84439950,84439960,84439970,84439980,84439990;PARTES E ACESSORIOS DE MAQUINAS E APARELHOS DE IMPRESSAO POR MEIO DE BLOCOS, CILINDROS E OUTROS ELEMENTOS DE IMPRESSAO DA POSICAO 8442, E DE OUTRAS IMPRESSORAS, MAQUINAS COPIADORAS E TELECOPIADORES (FAX), MESMO COMBINADOS ENTRE SI
2101900;84501100;MAQUINAS DE LAVAR ROUPA, MESMO COM DISPOSITIVOS DE SECAGEM, DE USO DOMESTICO, DE CAPACIDADE NAO SUPERIOR A 10 KG, EM PESO DE ROUPA SECA, INTEIRAMENTE AUTOMATICAS
2102000;84501200;OUTRAS MAQUINAS DE LAVAR ROUPA, MESMO COM DISPOSITIVOS DE SECAGEM, DE USO DOMESTICO, COM SECADOR CENTRIFUGO INCORPORADO
2102100;84501900;OUTRAS MAQUINAS DE LAVAR ROUPA, MESMO COM DISPOSITIVOS DE SECAGEM, DE USO DOMESTICO
2102200;84502000,84502010,84502090;MAQUINAS DE LAVAR ROUPA, MESMO COM DISPOSITIVOS DE SECAGEM, DE USO DOMESTICO, DE CAPACIDADE SUPERIOR A 10 KG, EM PESO DE ROUPA SECA
2102300;84509000,84509010,84509090;PARTES DE MAQUINAS DE LAVAR ROUPA, MESMO COM DISPOSITIVOS DE SECAGEM, DE USO DOMESTICO
2102400;84512100;MAQUINAS DE SECAR DE USO DOMESTICO DE CAPACIDADE NAO SUPERIOR A 10 KG, EM PESO DE ROUPA SECA
2102500;84512990;OUTRAS MAQUINAS DE SECAR DE USO DOMESTICO
2102600;84519000,84519010,84519090;PARTES DE MAQUINAS DE SECAR DE USO DOMESTICO
2102700;84521000;MAQUINAS DE COSTURA DE USO DOMESTICO
2102800;84713000,84713011,84713012,84713019,84713090;MAQUINAS AUTOMATICAS PARA PROCESSAMENTO DE DADOS, PORTATEIS, DE PESO NAO SUPERIOR A 10 KG, CONTENDO PELO MENOS UMA UNIDADE CENTRAL DE PROCESSAMENTO, UM TECLADO E UMA TELA
2102900;24001010,84714000,84714110,84714190,84714900;OUTRAS MAQUINAS AUTOMATICAS PARA PROCESSAMENTO DE DADOS
2103000;84715010;UNIDADES DE PROCESSAMENTO, DE PEQUENA CAPACIDADE, EXCETO AS DAS SUBPOSICOES 8471.41 OU 8471.49, PODENDO CONTER, NO MESMO CORPO, UM OU DOIS DOS SEGUINTES TIPOS DE UNIDADES  UNIDADE DE MEMORIA, UNIDADE DE ENTRADA E UNIDADE DE SAIDA, BASEADAS EM MICROPROCESSADORES, COM CAPACIDADE DE INSTALACAO, DENTRO DO MESMO GABINETE, DE UNIDADES DE MEMORIA DA SUBPOSICAO 8471.70, PODENDO CONTER MULTIPLOS CONECTORES DE EXPANSAO (OSLOTS”), E VALOR FOB INFERIOR OU IGUAL A US  12.500,00, POR UNIDADE
2103100;84716050,84716052,84716053,84716054,84716059;UNIDADES DE ENTRADA, EXCETO AS CLASSIFICADAS NO CODIGO 8471.60.54
2103200;84716090;OUTRAS UNIDADES DE ENTRADA OU DE SAIDA, PODENDO CONTER, NO MESMO CORPO, UNIDADES DE MEMORIA
2103300;84717000,84717011,84717012,84717019,84717021,84717029,84717032,84717033,84717039,84717090;UNIDADES DE MEMORIA
2103400;84719000,84719011,84719012,84719013,84719014,84719019,84719090;OUTRAS MAQUINAS AUTOMATICAS PARA PROCESSAMENTO DE DADOS E SUAS UNIDADES, LEITORES MAGNETICOS OU OPTICOS, MAQUINAS PARA REGISTRAR DADOS EM SUPORTE SOB FORMA CODIFICADA, E MAQUINAS PARA PROCESSAMENTO DESSES DADOS, NAO ESPECIFICADAS NEM COMPREENDIDAS EM OUTRAS POSICOES
2103500;84733000,84733011,84733019,84733031,84733032,84733033,84733034,84733039,84733041,84733042,84733043,84733049,84733092,84733099;PARTES E ACESSORIOS DAS MAQUINAS DA POSICAO 84.71
2103600;24121230,85043000;OUTROS TRANSFORMADORES, EXCETO OS CLASSIFICADOS NOS CODIGOS 8504.33.00 E 8504.34.00
2103700;85044010;CARREGADORES DE ACUMULADORES
2103800;85044040;EQUIPAMENTOS DE ALIMENTACAO ININTERRUPTA DE ENERGIA (UPS OU ONO BREAK”)
2103900;85078000;OUTROS ACUMULADORES
2104000;85080000,85081100,85081900,85086000,85087000;ASPIRADORES
2104100;85090000,85094010,85094020,85094030,85094040,85094050,85094090,85098090,85099000;APARELHOS ELETROMECANICOS DE MOTOR ELETRICO INCORPORADO, DE USO DOMESTICO E SUAS PARTES
2104200;85098010;ENCERADEIRAS
2104300;85161000;CHALEIRAS ELETRICAS
2104400;85164000;FERROS ELETRICOS DE PASSAR
2104500;85165000;FORNOS DE MICRO-ONDAS
2104600;85166000;OUTROS FORNOS, FOGAREIROS (INCLUIDAS AS CHAPAS DE COCCAO), GRELHAS E ASSADEIRAS, EXCETO OS PORTATEIS
2104700;85166000;OUTROS FORNOS, FOGAREIROS (INCLUIDAS AS CHAPAS DE COCCAO), GRELHAS E ASSADEIRAS, PORTATEIS
2104800;85167100;OUTROS APARELHOS ELETROTERMICOS DE USO DOMESTICO - CAFETEIRAS
2104900;85167200;OUTROS APARELHOS ELETROTERMICOS DE USO DOMESTICO - TORRADEIRAS
2105000;85167900,85167910,85167920,85167990;OUTROS APARELHOS ELETROTERMICOS DE USO DOMESTICO
2105100;85169000;PARTES DAS CHALEIRAS, FERROS, FORNOS E OUTROS APARELHOS ELETROTERMICOS DA POSICAO 85.16, DESCRITOS NOS CEST 21.043.00, 21.044.00, 21.045.00, 21.046.00, 21.047.00, 21.048.00, 21.049.00 E 21.050.00
2105200;85171100;APARELHOS TELEFONICOS POR FIO COM UNIDADE AUSCULTADOR - MICROFONE SEM FIO
2105300;24171480,85171230;TELEFONES PARA REDES CELULARES, EXCETO POR SATELITE, OS DE USO AUTOMOTIVO E OS CLASSIFICADOS NO CEST 21.053.01
2105301;24171760,85171231;TELEFONES PARA REDES CELULARES PORTATEIS, EXCETO POR SATELITE
2105400;24171460,85171200;OUTROS TELEFONES PARA OUTRAS REDES SEM FIO, EXCETO PARA REDES DE CELULARES E OS DE USO AUTOMOTIVO
2105500;85171891;OUTROS APARELHOS TELEFONICOS NAO COMBINADOS COM OUTROS APARELHOS
2105501;85171899;OUTROS APARELHOS TELEFONICOS
2105600;85176250,85176251,85176252,85176253,85176254,85176255,85176259;APARELHOS PARA TRANSMISSAO OU RECEPCAO DE VOZ, IMAGEM OU OUTROS DADOS EM REDE COM FIO, EXCETO OS CLASSIFICADOS NOS CODIGOS 8517.62.51, 8517.62.52 E 8517.62.53
2105700;85180000;MICROFONES E SEUS SUPORTES, ALTO-FALANTES, MESMO MONTADOS NOS SEUS RECEPTACULOS, FONES DE OUVIDO (AUSCULTADORES), MESMO COMBINADOS COM MICROFONE E CONJUNTOS OU SORTIDOS CONSTITUIDOS POR UM MICROFONE E UM OU MAIS ALTO-FALANTES, AMPLIFICADORES ELETRICOS DE AUDIOFREQUENCIA, APARELHOS ELETRICOS DE AMPLIFICACAO DE SOM, SUAS PARTES E ACESSORIOS, EXCETO OS DE USO AUTOMOTIVO
2105800;24204640,85190000,85192000,85193000,85195000,85198900,85220000,85221000,85229010,85229020,85229030,85229040,85229050,85229090,85271000;APARELHOS DE RADIODIFUSAO SUSCETIVEIS DE FUNCIONAREM SEM FONTE EXTERNA DE ENERGIA. APARELHOS DE GRAVACAO DE SOM, APARELHOS DE REPRODUCAO DE SOM, APARELHOS DE GRAVACAO E DE REPRODUCAO DE SOM, PARTES E ACESSORIOS, EXCETO OS DE USO AUTOMOTIVO
2105900;85198190;OUTROS APARELHOS DE GRAVACAO DE SOM, APARELHOS DE REPRODUCAO DE SOM, APARELHOS DE GRAVACAO E DE REPRODUCAO DE SOM, PARTES E ACESSORIOS, EXCETO OS DE USO AUTOMOTIVO
2106000;85219010;GRAVADOR-REPRODUTOR E EDITOR DE IMAGEM E SOM, EM DISCOS, POR MEIO MAGNETICO, OPTICO OU OPTOMAGNETICO, EXCETO DE USO AUTOMOTIVO
2106100;85219090;OUTROS APARELHOS VIDEOFONICOS DE GRAVACAO OU REPRODUCAO, MESMO INCORPORANDO UM RECEPTOR DE SINAIS VIDEOFONICOS, EXCETO OS DE USO AUTOMOTIVO
2106200;85235110; CARTOES DE MEMORIA (  MEMORY CARDS  )
2106300;85235200; CARTOES INTELIGENTES (  SMART CARDS  )
2106400;85235200; CARTOES INTELIGENTES (  SIM CARDS  )
2106500;85258020,85258021,85258022,85258029;CAMERAS FOTOGRAFICAS DIGITAIS E CAMERAS DE VIDEO E SUAS PARTES
2106600;24207070,85279000;OUTROS APARELHOS RECEPTORES PARA RADIODIFUSAO, MESMO COMBINADOS NUM INVOLUCRO, COM UM APARELHO DE GRAVACAO OU DE REPRODUCAO DE SOM, OU COM UM RELOGIO, INCLUSIVE CAIXA ACUSTICA PARA HOME THEATERS CLASSIFICADOS NA POSICAO 8518
2106700;85284929,85285920,85286900,85286910,85286990;MONITORES E PROJETORES QUE NAO INCORPOREM APARELHOS RECEPTORES DE TELEVISAO, POLICROMATICOS
2106701;85286200;PROJETORES CAPAZES DE SEREM CONECTADOS DIRETAMENTE A UMA MAQUINA AUTOMATICA PARA PROCESSAMENTO DE DADOS DA POSICAO 84.71 E CONCEBIDOS PARA SEREM UTILIZADOS COM ESTA MAQUINA
2106800;85285220;OUTROS MONITORES CAPAZES DE SEREM CONECTADOS DIRETAMENTE A UMA MAQUINA AUTOMATICA PARA PROCESSAMENTO DE DADOS DA POSICAO 84.71 E CONCEBIDOS PARA SEREM UTILIZADOS COM ESTA MAQUINA, POLICROMATICOS
2106900;24210110,85287000,85287111,85287119,85287190,85287200,85287300;APARELHOS RECEPTORES DE TELEVISAO, MESMO QUE INCORPOREM UM APARELHO RECEPTOR DE RADIODIFUSAO OU UM APARELHO DE GRAVACAO OU REPRODUCAO DE SOM OU DE IMAGENS - TELEVISORES DE CRT (TUBO DE RAIOS CATODICOS)
2107000;24210110,85287000;APARELHOS RECEPTORES DE TELEVISAO, MESMO QUE INCORPOREM UM APARELHO RECEPTOR DE RADIODIFUSAO OU UM APARELHO DE GRAVACAO OU REPRODUCAO DE SOM OU DE IMAGENS - TELEVISORES DE LCD (DISPLAY DE CRISTAL LIQUIDO)
2107100;24210110,85287000;APARELHOS RECEPTORES DE TELEVISAO, MESMO QUE INCORPOREM UM APARELHO RECEPTOR DE RADIODIFUSAO OU UM APARELHO DE GRAVACAO OU REPRODUCAO DE SOM OU DE IMAGENS - TELEVISORES DE PLASMA
2107200;24210110,85287000;OUTROS APARELHOS RECEPTORES DE TELEVISAO NAO DOTADOS DE MONITORES OU DISPLAY DE VIDEO
2107300;24210110,85287000;OUTROS APARELHOS RECEPTORES DE TELEVISAO NAO RELACIONADOS NOS CEST 21.069.00, 21.070.00, 21.071.00 E 21.072.00
2107400;90065900,90065910,90065921,90065929,90065930,90065940,90065951,90065959;CAMERAS FOTOGRAFICAS DOS TIPOS UTILIZADAS PARA PREPARACAO DE CLICHES OU CILINDROS DE IMPRESSAO
2107500;90064000;CAMERAS FOTOGRAFICAS PARA FILMES DE REVELACAO E COPIAGEM INSTANTANEAS
2107600;90189050;APARELHOS DE DIATERMIA
2107700;90191000;APARELHOS DE MASSAGEM
2107800;90328911;REGULADORES DE VOLTAGEM ELETRONICOS
2107900;95045000;CONSOLES E MAQUINAS DE JOGOS DE VIDEO, EXCETO OS CLASSIFICADOS NA SUBPOSICAO 9504.30
2108000;85176210,85176211,85176212,85176213,85176214,85176219;MULTIPLEXADORES E CONCENTRADORES
2108100;85176222;CENTRAIS AUTOMATICAS PRIVADAS, DE CAPACIDADE INFERIOR OU IGUAL A 25 RAMAIS
2108200;85176239;OUTROS APARELHOS PARA COMUTACAO
2108300;85176240,85176241,85176248,85176249;ROTEADORES DIGITAIS, EM REDES COM OU SEM FIO
2108400;85176262;APARELHOS EMISSORES COM RECEPTOR INCORPORADO DE SISTEMA TRONCALIZADO (OTRUNKING”), DE TECNOLOGIA CELULAR
2108500;85176290,85176291,85176292,85176293,85176294,85176295,85176296,85176299;OUTROS APARELHOS DE RECEPCAO, CONVERSAO E TRANSMISSAO OU REGENERACAO DE VOZ, IMAGENS OU OUTROS DADOS, INCLUINDO OS APARELHOS DE COMUTACAO E ROTEAMENTO
